title,description,keyword,modified,publisher,person,mbox,identifier,accessLevel,dataDictionary,accessURL,format,webService,license,spatial,temporal,issued,accrualPeriodicity,language,granularity,dataQuality,theme,references,distribution,size,landingPage,feed,systemOfRecords,subagency,organizationName,organizationId,category,categoryDesignation,bibliographicCitation,comments,agencyProgramURL,agencyDataSeriesURL,phone,analysisUnit,additionalMetadata,collectionMode,collectionInstrument,dictionaryList,QualityResponsibleAgency,guidelineCompliance,confidentiality,numberOfDatasets,licenseRequirement,statisticalMethodology,sampling,estimation,weighting,disclosureAvoidance,questionnaireDesign,seriesBreaks,nonResponseAdjustment,seasonalAdjustment,isOGD,isAgencyOGD,isHighValue,reasonBeingHighValue,reasonBeingNew
"Monthly Climatic Data of the World","Monthly Climatic Data for the World (MCDW) is a monthly publication of monthly summary climatic data from around the world. Data are prepared by Members of the World Meteorological Organization (WMO) for selected stations and exchanged monthly via international telecommunications. The publication has separate sections for surface and upper air observations, and is stored as a PDF file. These data includes surface parameters pressure, temperature, vapor pressure, precipitation, sunshine and upper level pressure, height, temperature, and winds.   ","observations, weather,  temperature, pressure, vapor pressure, precipitation, sunshine,  snowfall, snow depth, winds, clouds, humidity,  , weather, upper-level pressure, upper-level temperature, upper-level winds, upper air, global ",2010,"Department of Commerce","NCDC Support Team",nndc.weborder@noaa.gov,DOC-2527,public,http://www7.ncdc.noaa.gov/IPS/mcdw/mcdw.html,http://www7.ncdc.noaa.gov/IPS/mcdw/mcdw.html,PDF,,,"Global ",1948-2010,2008,"Monthly ",,,,"Section 6. Geography and Environment",http://www7.ncdc.noaa.gov/IPS/mcdw/mcdw.html,Array,Varies,,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Tool Catalog",Geospatial,http://www7.ncdc.noaa.gov/IPS/mcdw/mcdw.html#DESCRIPTION,"Agency data series URL on page 2 does not work, please verify url and resubmit.",http://www.ncdc.noaa.gov/oa/climate/cdmp/,"http://www7.ncdc.noaa.gov/IPS/mcdw/mcdw.html ",828-271-4800,"surface and upper air meteorological  observations",,"web ",N/A,http://www7.ncdc.noaa.gov/IPS/mcdw/mcdw.html,"National Oceanic and Atmospheric Administration                                                                                                                                                                                  National Oceanic and Atmospheric Administration                                                                                    ",Yes,Yes,1,N,,,,,,,,,,Y,Y,Y,"Furthers the core mission of the agency",
"Twentieth Century Reanalysis Project (Version 2) ","The Twentieth Century Reanalysis Project is an effort led by PSD and the University of Colorado CIRES Climate Diagnostics Center to produce a reanalysis dataset for the entire twentieth century, using only surface observations of synoptic pressure, monthly sea surface temperature and sea ice distribution. The observations have been collected with the support of the Atmospheric Circulation Reconstructions over the Earth initiative, and working groups of GCOS and WCRP. The Project uses a recently-developed Ensemble Filter data assimilation method which directly yields each six-hourly analysis as the most likely state of the global atmosphere, and also estimates uncertainty in that analysis.  This dataset will provide the first estimates of global tropospheric and stratospheric variability spanning 1871 to present at six-hourly resolution (V2). In Version 2, data files are also produced for daily and monthly values of the variables. The first version has global coverage spanning 1908-1958, and two degree longitude-latitude horizontal resolution (V1).","pressure, MSL, humidity, SST, sea ice, global, upper-level winds, ozone, meridional winds, zonal winds, u-wind, v-wind, geopotential height,  temperature, solar radiation,  convection, potential energy, gravity wave, cloud liquid, omega,  vertical velocity,  water, precipitable water,  cloud microphysics, carbon dioxide,  volcano, aerosol, grids, soil moisture, soil temperature, CAPE, CIN, albedo, ground heat, planetary boundary height, ice concentration, ice thickness, latent heat flux, potential evaporation, runoff, sensible heat, snow depth, snow cover, cloud cover, transpiration, momentum flux, wspd ",2010,"Department of Commerce","NOAA/ESRL PSD Data Management",cathy.smith@noaa.gov,DOC-2528,public,http://www.esrl.noaa.gov/psd/data/gridded/data.20thC_ReanV2.html,ftp://ftp.cdc.noaa.gov/Datasets/20thC_ReanV2/,netcdf3,,,Global,1871-2008,12/31/2008,"Hourly, Daily, Monthly ",,"output:  grid (2x2) ",,"Section 6. Geography and Environment",http://www.esrl.noaa.gov/psd/data/gridded/data.20thC_ReanV2.html,Array,"Varies ",,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Tool Catalog",Geospatial,http://www.esrl.noaa.gov/psd/data/20thC_Rean/#data,,http://www.esrl.noaa.gov/psd/,http://www.esrl.noaa.gov/psd/data/20thC_Rean/#data,303-497-6640,N/A,,"web ",N/A,http://www.esrl.noaa.gov/psd/data/gridded/data.20thC_ReanV2.html,"National Oceanic and Atmospheric Administration                                                                                                                                                                                  National Oceanic and Atmospheric Administration                                                                                    ",Yes,Yes,1,N,,,,,,,,,,Y,Y,Y,"Furthers the core mission of the agency",
"ClimateReferenceNetworkDaily01 ","The U.S. Climate Reference Network is designed specifically to monitor national climate change with best scientific practice and adherence to the accepted principles of climate observations. USCRN daily temperature mean, maximum, and minimum, daily precipitation, daily global solar radiation, and daily average surface infrared temperature data are available in the Daily01 file set for all stations in the network.","Climate Reference Network, USCRN, CRN, temperature, precipitation, global solar radiation,  surface infrared temperature",09/08/2010,"Department of Commerce","Michael Palecki ",Michael.Palecki@noaa.gov,DOC-2537,public,ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/daily01/README.txt,ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/daily01/,TXT(CSV),,,"United States",11/15/2000-Present,10/16/2009," Daily ",,Latitude/Longitude,,"Section 6. Geography and Environment",ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/daily01/README.txt,Array,6.07,,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Raw Data Catalog",Research,ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/daily01/,,http://www.ncdc.noaa.gov/crn/,http://www.ncdc.noaa.gov/crn/products.html,828-271-4340,"climate observations at land surface locations",,"Automated climate station",http://www.ncdc.noaa.gov/crn/instrdoc.html,ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/daily01/README.txt,"National Oceanic and Atmospheric Administration                                                                                                                                                                                  National Oceanic and Atmospheric Administration                                                                                    ",Yes,Yes,1,N,,,,,,,,,,N,N,Y,"Furthers the core mission of the agency","Provides access to daily summaries of essential climate variables for USCRN data"
"Climate Reference Network Soilsip01 Product ","The U.S. Climate Reference Network is designed specifically to monitor national climate change with best scientific practice and adherence to the accepted principles of climate observations. USCRN  hourly soil moisture and soil temperature data are available in the Soilsip01 file set for all stations in the network which are equipped with soil sensors, and have completed an evaluation process currently lasting 240 days from installation. ","Climate Reference Network, USCRN, CRN, soil moisture, soil temperature, natural resources, environment ",08/25/2010,"Department of Commerce","Michael Palecki",Michael.Palecki@noaa.gov,DOC-2646,public,ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/soilsip01/README.txt,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/soilsip01/,TXT(CSV),,,"United States ",6/8/2009-Present,12/05/2009,"Hourly ",,Latitude/Longitude,,"Section 6. Geography and Environment",ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/soilsip01/README.txt,Array,40,,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Raw Data Catalog",Research,ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/soilsip01/,,http://www.ncdc.noaa.gov/crn/,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/soilsip01/,828-271-4340,"In situ climate observations ",http://www.ncdc.noaa.gov/isis/stationlist?networkid=1,"Automated climate station",http://www.ncdc.noaa.gov/crn/instrdoc.html,ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/soilsip01/README.txt,"National Oceanic and Atmospheric Administration                                                                                                                                                                                  National Oceanic and Atmospheric Administration                                                                                    ",Yes,Yes,1,N,,,,,,,,,,N,N,Y,"Furthers the core mission of the agency","Provides access to hourly summaries of soil variables for USCRN data"
"Climate Reference Network Daily01 Product  ","The U.S. Climate Reference Network is designed specifically to monitor national climate change with best scientific practice and adherence to the accepted principles of climate observations. USCRN daily temperature mean, maximum, and minimum, daily precipitation, daily global solar radiation, and daily average surface infrared temperature data are available in the Daily01 file set for all stations in the network.  Daily mean, maximum, and minimum relative humidity are available for most stations. ","Climate Reference Network, USCRN, CRN, air temperature, temperature, precipitation, global solar radiation,  surface temperature, surface infrared temperature, relative humidity, natural resources, water, air, soil ",Present,"Department of Commerce","Michael Palecki ",Michael.Palecki@noaa.gov,DOC-2662,public,ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/daily01/README.txt,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/daily01/,TXT(CSV),,,"United States ","11/15/2000-Present ",10/16/2009," Daily ",,Latitude/Longitude,,"Section 6. Geography and Environment",ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/daily01/README.txt,Array,6.07,,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Raw Data Catalog",Research,ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/daily01/,,http://www.ncdc.noaa.gov/crn/,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/daily01/,828-271-4340,"climate observations at land surface locations",,"Automated climate station",http://www.ncdc.noaa.gov/crn/instrdoc.html,ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/daily01/README.txt,"National Oceanic and Atmospheric Administration                                                                                                                                                                                  National Oceanic and Atmospheric Administration                                                                                    ",Yes,Yes,1,N,,,,,,,,,,N,N,Y,"Furthers the core mission of the agency","Provides access to daily summaries of essential climate variables for USCRN stations."
" Climate Reference Network Hourly02 Product ","The U.S. Climate Reference Network is designed specifically to monitor national climate change with best scientific practice and adherence to the accepted principles of climate observations. USCRN  hourly temperature, precipitation, global solar radiation, and surface infrared temperature data are available in the Hourly02 file set for all stations in the network.  Hourly average relative humidity is available for most stations. ","Climate Reference Network, USCRN, CRN, temperature, precipitation, global solar radiation,  surface infrared temperature, relative humidity, natural resources, evironment, water, air, soil, weather ",Present,"Department of Commerce","Michael Palecki ",Michael.Palecki@noaa.gov,DOC-2663,public,ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/README.txt,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/,TXT(CSV),,,"United States ",11/15/2000-Present,12/16/2008,"Hourly ",,Latitude/Longitude,,"Section 6. Geography and Environment",ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/README.txt,Array,149.3,,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Raw Data Catalog",Research,ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/,,http://www.ncdc.noaa.gov/crn/,"http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/ ",828-271-4340,"In situ climate observations ",http://www.ncdc.noaa.gov/isis/stationlist?networkid=1,"Automated climate station",http://www.ncdc.noaa.gov/crn/instrdoc.html,ftp://ftp.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/README.txt,"National Oceanic and Atmospheric Administration                                                                                                                                                                                  National Oceanic and Atmospheric Administration                                                                                    ",Yes,Yes,1,N,,,,,,,,,,N,N,Y,"Furthers the core mission of the agency","Provides access to hourly summaries of essential climate variables for USCRN stations. "
"Climate Reference Network Data Visualizations  ","The U.S. Climate Reference Network is designed specifically to monitor national climate change with best scientific practice and adherence to the accepted principles of climate observations. The Climate Reference Network provides several visualizations of data collected from its stations, including novel visualizations of soil moisture and time series graphs of many CRN climate observations.","Climate Reference Network, USCRN, CRN, soil moisture, soil temperature air temperature, temperature, precipitation, solar radiation,  surface temperture, surface infrared temperature, relative humidity",08/25/2010,"Department of Commerce","Michael Palecki",Michael.Palecki@noaa.gov,DOC-2668,public,http://www.ncdc.noaa.gov/crn/docs.html,http://www.ncdc.noaa.gov/crn/visualizations.html,"SWF, WMS, WFS, KML, KMZ, TXT",,,"United States ","11/15/2000-Present ",01/01/2009,"Hourly ",,Latitude/Longitude,,"Section 6. Geography and Environment",http://www.ncdc.noaa.gov/crn/docs.html,Array,Varies,,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Tool Catalog",Research,http://www.ncdc.noaa.gov/crn/visualizations.html,,http://www.ncdc.noaa.gov/crn/,http://www.ncdc.noaa.gov/crn/visualizations.html,828-271-4340,"In situ climate observations ",,"Automated climate station",http://www.ncdc.noaa.gov/crn/instrdoc.html,http://www.ncdc.noaa.gov/crn/docs.html,"National Oceanic and Atmospheric Administration                                                                                                                                                                                  National Oceanic and Atmospheric Administration                                                                                    ",Yes,Yes,0,N,,,,,,,,,,N,N,Y,"Furthers the core mission of the agency","Provides access to hourly summaries of soil variables for USCRN data"
"Ocean Surface Current Simulator","The Ocean Surface Current Simulator (OSCURS) numerical model is a research tool that allows oceanographers and fisheries scientists to perform retrospective analyses of daily ocean surface currents anywhere in an ocean-wide grid of 90 km cells that stretches from Baja California to China and from 10 degrees north of the equator to the Bering Strait.  This model is used to measure the movement of surface currents over time, as well as the movement of what is in or on the water.  Ocean surface currents affect organisms suspended in the water column - such as fish eggs, small larvae, and plankton - and may affect their survival by determining their location after a few months of drift.  Even swimming or migrating fish or mammals may have their destinations significantly offset by currents or the annual variability of currents.  OSCURS has gained visibility as an accidental debris tracker to analyze accidental but fortuitous at-sea events beyond the scale of normal oceanographic science.  Investigations of events such as spills of cargo containers loaded with plastic bathtub toys have been used to fine-tune the OSCURS model.","currents, fisheries, debris, tracker, numerical model, North Pacific Ocean   ",11/5/2010,"Department of Commerce","Lynn Dewitt",Lynn.Dewitt@noaa.gov,DOC-4105,public,"http://las.pfeg.noaa.gov/thredds/dodsC/oscurs_model/oscurs_pressure.nc.html ",http://las.pfeg.noaa.gov/oscurs/,CSV,,,"North Pacific Ocean",1967-Present,01/2001,Daily,,,,"Section 6. Geography and Environment",http://www.afsc.noaa.gov/REFM/docs/oscurs/get_to_know.htm,Array,Varies,,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Tool Catalog",Geospatial,http://las.pfeg.noaa.gov/oscurs/,,"http://www.pfeg.noaa.gov ",http://las.pfeg.noaa.gov/oscurs/,831-648-9036,"surface pressure",,web,"The input to the model is Fleet Numerical Meteorology and Oceanography Center (FNOMC)'s Navy Operational Global Atmospheric Prediction System model (NOGAPS) 6hr 360-180 sea level pressue,https://www.fnmoc.navy.mil/public/welcome/welcome_aboard.html, http://gcmd.nasa.gov/records/GCMD_NOGAPS_COMP.html ","http://las.pfeg.noaa.gov/thredds/dodsC/oscurs_model/oscurs_pressure.nc.html ","National Oceanic and Atmospheric Administration ",Yes,Yes,0,N,,,,,,,,,,Y,Y,Y,"Improves public knowledge of the agency and its operations",
"Regional Data in Partnership with the San Francisco Exploratorium ","As a tool to support NOAA's new partnership with the renowned science museum, the Exploratorium, and in collaboration with the Central and Northern California Ocean Observing System and other regional data providers, NOAA  has developed a Web page to make it easy to visualize near-real time data in San Francisco Bay.  The interface  uses Google Maps and the latest AJAX technology to combine and compare data from diverse sources.  Users are able to visualize water temperature, salinity, and other station-based measurements along with overlays of satellite measurements of Sea Surface Temperature (SST) and radar measurements of currents.  Users  are also able to compare time series of measurements from various stations and sources.  ","buoys, radar, satellites, shore, California, San Francisco, bay,  SST, salinity, currents, upwelling, temperature, waves, winds, SLP, pressure, salinity, PH, turbidity, chlorophyll, CoastWatch",11/17/2010,"Department of Commerce","Lynn Dewitt",Lynn.Dewitt@noaa.gov,DOC-4106,public,http://las.pfeg.noaa.gov/SFBay/,http://las.pfeg.noaa.gov/SFBay/,CSV,,,"San Francisco Bay ","Present, Last Week ",07/01/2009,"Daily, Hourly ",,,,"Section 6. Geography and Environment",http://las.pfeg.noaa.gov/SFBay/,Array,Varies,,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Tool Catalog",Geospatial,http://las.pfeg.noaa.gov/SFBay/,,"http://www.pfeg.noaa.gov ",http://las.pfeg.noaa.gov/SFBay/,831-648-9036,"bay station",,web,http://www.ndbc.noaa.gov/measdes.shtml,http://las.pfeg.noaa.gov/SFBay/,"National Oceanic and Atmospheric Administration ",Yes,Yes,0,N,,,,,,,,,,Y,Y,Y,"Improves public knowledge of the agency and its operations",
"Reanalysis Intercomparison and Observations  ","Reanalysis is a scientific method to combine observations and models for developing a comprehensive record of how weather and climate are changing over time. A reanalysis dataset typically extends over several decades or longer, and covers the entire globe from the Earth's surface to well above the stratosphere.  Reanalysis products are used extensively in climate research and services, including for monitoring and comparing current climate conditions with those of the past, identifying the causes of climate variations and change, and preparing climate predictions. Recently, the National Oceanic and Atmospheric Administration (NOAA), National Aeronautical and Space Administration (NASA), European Centre for Medium-Range Weather Forecasts (ECMWF), and Japanese Meterological Agency (JMA) have produced new reanalysis datasets that, in total, span 1871 to present. It is crucial to our scientific understanding of climate variability and change that these new datasets be validated and compared with each other and with the underlying observations. International working groups of the Global Climate Observing System (GCOS, the climate element of the Global Earth Observing System of Systems) and the World Climate Research Program, and the Atmospheric Circulation Reconstruction over the Earth (ACRE) initiative need a community portal to exchange quickly and disseminate publicly results of such intercomparisons. NOAA's own mission and strategic goals regarding reanalyzes, as well as its leading role in the US Global Change Research Program, GCOS, WCRP, and ACRE, make NOAA the logical and obvious choice to serve a website dedicated to improving understanding of the international reanalysis datasets, including those recently generated by NOAA, the 20th Century Reanalysis and Climate Forecast System Reanalysis.  The new website ""reanalyses.org"" will serve as a central portal for Reanalysis Intercomparison and Observations (RIO) by NOAA, NASA, ECMWF, JMA, and national and international scientists. The website should be outside the ""noaa.gov"" domain. It will help NOAA and the international scientific community to improve the climate science and services that reanalyzes underpin.NOAA strategic plans and US Global Climate Research Program plans to which NOAA Office of Atmospheric Research and the new NOAA Climate Service will respond specifically call for advances in understanding reanalysis datasets. The RIO will coordinate with the NOAA Climate Services portal to make the intercomparison and observation documentation public.  ","pressure, MSL, humidity, SST, sea ice, global, upper-level winds, ozone, meridional winds, zonal winds, u-wind, v-wind, geopotential height,  temperature, solar radiation,  convection, potential energy, gravity wave, cloud liquid, omega,  vertical velocity,  water, precipitable water,  cloud microphysics, carbon dioxide,  volcano, aerosol, grids, soil moisture, soil temperature, CAPE, CIN, albedo, ground heat, planetary boundary height, ice concentration, ice thickness, latent heat flux, potential evaporation, runoff, sensible heat, snow depth, snow cover, cloud cover, transpiration, momentum flux, wspd, hydrological, dewpoint, precipitation, radiance, TOVS, SSM/I, ERS, ATOVS, GATE, FGGE, ALPEX, TOGA-COARE, ECMWF, NCEP, AVHRR, ERA, MERRA, solar flux, radiation flux, GEOS-5, CFSR, GDAS, turbulence, chemistry, transport, thickness, radiation, diffusivity, cloud-top roughness, snowfall, emissivity, longwave, shortwave, optical, greeness, evaporation, LAI, sublimation, PDR, kinetic energy, NARR, freezing, detrainment, radiosonde, dropsonde, aircraft, balloon, ship, buoy, wind profiler, RAOB, ITOVS ",2010,"Department of Commerce","NOAA/ESRL PSD Data Management",cathy.smith@noaa.gov,DOC-4253,public,http://reanalyses.org/atmosphere/overview-current-reanalyses,http://reanalyses.org/atmosphere/how-obtainplotanalyze-data,netcdf3,,,"Global ",1871-Present,2010,"Hourly, Daily, Monthly ",,"output:  grid (Varies)  ",,"Section 6. Geography and Environment",http://reanalyses.org/atmosphere/how-obtainplotanalyze-data,Array,Varies,,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Tool Catalog",Geospatial,http://reanalyses.org/atmosphere/how-obtainplotanalyze-data,,http://www.esrl.noaa.gov/psd/,http://reanalyses.org/atmosphere/how-obtainplotanalyze-data,303-497-6640,N/A,,"web ",N/A,http://reanalyses.org/atmosphere/overview-current-reanalyses,"National Oceanic and Atmospheric Administration                                                                                                                                                                                  National Oceanic and Atmospheric Administration                                                                                    ",Yes,Yes,1,N,,,,,,,,,,N,N,Y,"Responds to need and demand as identified through public consultation",
FishWatch,"FishWatch is designed to help you make informed decisions about the seafood you eat. It can also help you understand the management and science requirements involved with building and maintaining sustainable fisheries. ","ecosystem,  fish, fisheries,  anchovy, aquaculture, bass, biomass, bluefish, bycatch, clams, cobia, cod, commericial, conch, crab, dogfish, flounder, food, grouper, growth, habitat, haddock, halibut, herring, landings, lingcod, lobster, mackerel, mahimahi, management, migrations, assessment, stock, monkfish, nutrition, opah, overfishing, pollock, predators, recreation, rockfish, sablefish, salmon, sardine, scallop, scup, seafood, shark, shrimp, snapper, sole, spawning, species, squid, sustainable, swordfish, tilefish, tuna, turbot, wahoo, whiting, wreckfish,    ",2010,"Department of Commerce","Kathleen Semon",Kathleen.Semon@noaa.gov,DOC-4254,public,http://www.nmfs.noaa.gov/fishwatch/about_us.htm,http://www.nmfs.noaa.gov/fishwatch/,CSV/TXT,,,"Global waters","Present ",2007,"Daily, Weekly",,,,"Section 6. Geography and Environment",http://www.nmfs.noaa.gov/fishwatch/about_us.htm,Array,"Varies ",,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Tool Catalog",Administrative,http://www.nmfs.noaa.gov/fishwatch/,,"http://www.nmfs.noaa.gov ",http://www.nmfs.noaa.gov/fishwatch/,301-713-2379,"fish ",,web,,http://www.nmfs.noaa.gov/fishwatch/about_us.htm,"National Oceanic and Atmospheric Administration ",Yes,Yes,0,N,,,,,,,,,,N,N,Y,"Responds to need and demand as identified through public consultation",
"Coastwatch ","NOAA CoastWatch was established in 1987 in response to two significant environmental events. A Harmful Algal Bloom (HAB) event occurred off the coast of North Carolina transporting the toxic Gymnodinium breve cells from Florida via the Gulf Stream into the colder coastal waters near Cape Lookout. Also, a severe mammal die-off occurred, where more than 700 bottlenose dolphins died off the mid-Atlantic coast. Both instances prompted Federal and State officials to explore additional data sources for monitoring the coastal waters, such as near real-time satellite data.CoastWatch has expanded from POES/AVHRR SST data for the East Coast to providing a variety of environmental data (i.e. SST, ocean color, winds, etc.) from several different satellite platforms covering all U.S. coastal waters, including Hawaii and Alaska. Today, sea surface temperature maps support meteorological weather predictions and also support commercial and recreational activities (e.g., fishing). Biologists utilize ocean color radiometry data and derived chlorophyll-a and total suspended matter/turbidity products to identify runoff plumes and blooms and also predict HABs; and sailors and commercial shipping pilots use ocean surface vector winds for safe navigation.","buoys, radar, satellites, shore,   SST, salinity, currents, upwelling, temperature, waves, winds, SLP, pressure, salinity, PH, turbidity, chlorophyll, CoastWatch, POES, AVHRR, MODIS, Ocean Color, Clarity, Terra, Aqua, SeaWiFs,HAB, Algal Bloom, Envisat,   OrbView-2, GOES, SEVERI, Meteosat, QuikSCAT, DMSP,  SSM/I, Reflectance, Ice Coverage, Altimeter,  Carbon Dioxide,Volcano, Visible, Infrared, biology, sea nettles, primary productivity, OSCAR, roughness, oil spill, MOBY, CBOS, hurricane, storm runoff, plumes, hazard, fronts, eddies   ",2010,"Department of Commerce","Kent Hughes ",Kent.Hughes@noaa.gov,DOC-4267,public,http://coastwatch.noaa.gov/cwn/cw_resources.html,http://coastwatch.noaa.gov/cwn/search/interface.html,"HDF, GeoTIFF, PNG, Shapefile",,,"Global ",1995-2010,1996,"Daily, Hourly ",,,,"Section 6. Geography and Environment",http://coastwatch.noaa.gov/cwn/cw_resources.html,Array,Varies,,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Tool Catalog",Geospatial,http://coastwatch.noaa.gov/cwn/search/interface.html,,http://www.star.nesdis.noaa.gov/star/socd_index.php,http://coastwatch.noaa.gov/cwn/search/interface.html,"301-763-8102 x171","N/A ",,web,N/A,http://coastwatch.noaa.gov/cwn/cw_resources.html,"National Oceanic and Atmospheric Administration ",Yes,Yes,0,N,,,,,,,,,,N,N,Y,"Responds to need and demand as identified through public consultation",
"Internet Weather Source ","The National Weather Service (NWS) National Telecommunications Gateway provides  weather, hydrologic, and climate forecasts and warnings for the United States, its territories, adjacent waters and ocean areas, for the protection of life and property and the enhancement of the national economy. NWS data and products form a national information database and infrastructure which can be used by other governmental agencies, the private sector, the public, and the global community. "," METAR, aviation, forecast, weather, Wx, current weather, ICAO, atmosphere, temperature, dew point, humidity, wind speed, wind direction, precipitation, radar, FAX, cloud cover, cloud height, visibility, barometric pressure, altimeter, TAF, marine, seas, tides, currents, radio, voice, broadcast, satellite, warnings, Noaaport, Nexrad, publications. observation, Meteorological Terminal Aviation Routine Weather Report, Meteorological Aviation Report, natural resources, environment, water",Present,"Department of Commerce","Ron Jones",Ronald.C.Jones@noaa.gov,DOC-4271,public,http://www.weather.gov/pa/faq.php,http://weather.noaa.gov,"XML, CSV/TXT, XLS, Shapefile, KML/KMZ, PDF",,,"North America, World","Present ",1998,"Hourly, Daily ",,,,"Section 6. Geography and Environment",http://www.weather.gov/pa/faq.php,Array,Varies,,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Tool Catalog",Administrative,"http://weather.noaa.gov ",,http://weather.noaa.gov,"http://weather.noaa.gov ","301-713-1381 x130",N/A,,Observations,N/A,http://www.weather.gov/pa/faq.php,"National Oceanic and Atmospheric Administration                                                                                                                                                                                  National Oceanic and Atmospheric Administration                                                                                    ",Yes,Yes,0,N,,,,,,,,,,N,N,Y,"Responds to need and demand as identified through public consultation",
"NOAA Fisheries Appeals Office-Alaska Region  ","The appeals office in the Alaska Regional Office is part of the National Appeals Office (NAO), a division within the National Marine Fisheries Service (NMFS), Office of Management and Budget. NAO operates out of NOAA's headquarters in Silver Spring, MD and maintains an office in NMFS's Alaska Regional office. NAO is the successor to the Office of Administrative Appeals, Alaska Region, and is charged with processing appeals that were filed with the Office of Administrative Appeals, Alaska Region.                      ","NOAA Fisheries Appeals Office, Alaska Region, National Marine Fisheries Service, limited access fisheries, permit denials, charter halibut permits, Individual Fishing Quota, IFQ, crab, crab fisheries, NOAA Fisheries, administrative determinations, appeals, dismissed, settled, digest of decisions, Procedure for Filing Motions for Reconsideration, fisheries complaints, regulations, rules, legal",2011,"Department of Commerce","Marina Lindsey, Web Manager",Marina.Lindsey@noaa.gov,DOC-4492,public,http://alaskafisheries.noaa.gov/appeals/,http://alaskafisheries.noaa.gov/appeals/,CSV/TXT,,,"Alaska and surrounding regions ","1994-Present ",2000,Daily,,,,"Section 5. Law Enforcement, Courts, and Prisons",http://alaskafisheries.noaa.gov/appeals/,Array,Varies,,,,"National Oceanic and Atmospheric Administration","National Oceanic and Atmospheric Administration, Department of Commerce",noaa-gov,"Tool Catalog",Administrative,http://alaskafisheries.noaa.gov/appeals/,"url in the access point is incorrect or not working","http://alaskafisheries.noaa.gov ","http://alaskafisheries.noaa.gov/appeals/ ",907-586-7213,Decisions,,"Person/Paper, Computer, Fax ",http://alaskafisheries.noaa.gov/appeals/,http://alaskafisheries.noaa.gov/appeals/,"National Oceanic and Atmospheric Administration ",Yes,Yes,0,N,,,,,,,,,,N,N,N,,
