title,description,keyword,modified,publisher,person,mbox,identifier,accessLevel,dataDictionary,accessURL,format,webService,license,spatial,temporal,issued,accrualPeriodicity,language,granularity,dataQuality,theme,references,distribution,size,landingPage,feed,systemOfRecords,subagency,organizationName,organizationId,category,categoryDesignation,bibliographicCitation,comments,agencyProgramURL,agencyDataSeriesURL,phone,analysisUnit,additionalMetadata,collectionMode,collectionInstrument,dictionaryList,QualityResponsibleAgency,guidelineCompliance,confidentiality,numberOfDatasets,licenseRequirement,statisticalMethodology,sampling,estimation,weighting,disclosureAvoidance,questionnaireDesign,seriesBreaks,nonResponseAdjustment,seasonalAdjustment,isOGD,isAgencyOGD,isHighValue,reasonBeingHighValue,reasonBeingNew
"Alternative Transportation Fuels (ATF) and Alternative Fueled Vehicles (AFV) 1994","Contains 1994 data on alternative fueled vehicles in use and alternate transportation fuel consumption.","alternative fuels, alternative transportation fuels, AFV, alternative fueled vehicles, ATF, biodiesel, compressed natural gas, CNG, electric, EVC, ethanol,  E95, E85, methanol, hydrogen, HYD, liquefied natural gas, LNG, liquefied petroleum gas, LPG, dedicated, non-hybrid, non-dedicated, hybrid, alternative energy",03/01/2008,"Department of Energy","Gina Pearson, EIA POC  ",gina.pearson@eia.doe.gov,DOE-2332,public,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afvs1994.xls,XLS,," ","All 50 States and the District of Columbia",1994,03/01/2008,Annual,,State,,"Section 19. Energy and Utilities",http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,Array,".87 MB",,,,"Energy Information Administration","Energy Information Administration, Department of Energy",eia-doe-gov,"Raw Data Catalog",Statistical,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,,http://www.eia.doe.gov/fuelrenewable.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,202-586-6537,"Number of dedicated, non-dedicated, non-hybrid, and hybrid, heavy duty, light duty, medium duty vehicles; amount of fuel consumed in thousand gasoline-equivalent gallons",,"Energy Information Administration, Form EIA-886 Annual Survey of Alternative Fueled Vehicles",http://www.eia.doe.gov/cneaf/alternate/page/forms/form886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,"Energy Information Administration",Yes,Yes,1,,,http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,,," "," "," "," "," "
"Alternative Transportation Fuels (ATF) and Alternative Fueled Vehicles (AFV) 1995","Contains 1995 data on alternative fueled vehicles in use and alternate transportation fuel consumption.","alternative fuels, alternative transportation fuels, AFV, alternative fueled vehicles, ATF, biodiesel, compressed natural gas, CNG, electric, EVC, ethanol,  E95, E85, methanol, hydrogen, HYD, liquefied natural gas, LNG, liquefied petroleum gas, LPG, dedicated, non-hybrid, non-dedicated, hybrid, alternative energy",03/01/2008,"Department of Energy","Gina Pearson, EIA POC  ",gina.pearson@eia.doe.gov,DOE-2333,public,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afvs1995.xls,XLS,," ","All 50 States and the District of Columbia",1995,03/01/2008,Annual,,State,,"Section 19. Energy and Utilities",http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,Array,".98 MB",,,,"Energy Information Administration","Energy Information Administration, Department of Energy",eia-doe-gov,"Raw Data Catalog",Statistical,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,,http://www.eia.doe.gov/fuelrenewable.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,202-586-6537,"Number of dedicated, non-dedicated, non-hybrid, and hybrid, heavy duty, light duty, medium duty vehicles; amuont of fuel consumed in thousand gasoline-equivalent gallons",,"Energy Information Administration, Form EIA-886 Annual Survey of Alternative Fueled Vehicles",http://www.eia.doe.gov/cneaf/alternate/page/forms/form886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,"Energy Information Administration",Yes,Yes,1,,,http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,,," "," "," "," "," "
"Alternative Transportation Fuels (ATF) and Alternative Fueled Vehicles (AFV) 1996","Contains 1996 data on alternative fueled vehicles in use and alternate transportation fuel consumption.","alternative fuels, alternative transportation fuels, AFV, alternative fueled vehicles, ATF, biodiesel, compressed natural gas, CNG, electric, EVC, ethanol,  E95, E85, methanol, hydrogen, HYD, liquefied natural gas, LNG, liquefied petroleum gas, LPG, dedicated, non-hybrid, non-dedicated, hybrid, alternative energy",03/01/2008,"Department of Energy","Gina Pearson, EIA POC  ",gina.pearson@eia.doe.gov,DOE-2334,public,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afvs1996.xls,XLS,," ","All 50 States and the District of Columbia",1996,03/01/2008,Annual,,State,,"Section 19. Energy and Utilities",http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,Array,".99 MB",,,,"Energy Information Administration","Energy Information Administration, Department of Energy",eia-doe-gov,"Raw Data Catalog",Statistical,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,,http://www.eia.doe.gov/fuelrenewable.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,202-586-6537,"Number of dedicated, non-dedicated, non-hybrid, and hybrid, heavy duty, light duty, medium duty vehicles; amuont of fuel consumed in thousand gasoline-equivalent gallons",,"Energy Information Administration, Form EIA-886 Annual Survey of Alternative Fueled Vehicles",http://www.eia.doe.gov/cneaf/alternate/page/forms/form886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,"Energy Information Administration",Yes,Yes,1,,,http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,,," "," "," "," "," "
"Alternative Transportation Fuels (ATF) and Alternative Fueled Vehicles (AFV) 1997","Contains 1997 data on alternative fueled vehicles in use and alternate transportation fuel consumption.","alternative fuels, alternative transportation fuels, AFV, alternative fueled vehicles, ATF, biodiesel, compressed natural gas, CNG, electric, EVC, ethanol,  E95, E85, methanol, hydrogen, HYD, liquefied natural gas, LNG, liquefied petroleum gas, LPG, dedicated, non-hybrid, non-dedicated, hybrid, alternative energy",05/01/2007,"Department of Energy","Gina Pearson, EIA POC  ",gina.pearson@eia.doe.gov,DOE-2335,public,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afvs1997.xls,XLS,," ","All 50 States and the District of Columbia",1997,05/01/2007,Annual,,State,,"Section 19. Energy and Utilities",http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,Array,".79 MB",,,,"Energy Information Administration","Energy Information Administration, Department of Energy",eia-doe-gov,"Raw Data Catalog",Statistical,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,,http://www.eia.doe.gov/fuelrenewable.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,202-586-6537,"Number of dedicated, non-dedicated, non-hybrid, and hybrid, heavy duty, light duty, medium duty vehicles; amuont of fuel consumed in thousand gasoline-equivalent gallons",,"Energy Information Administration, Form EIA-886 Annual Survey of Alternative Fueled Vehicles",http://www.eia.doe.gov/cneaf/alternate/page/forms/form886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,"Energy Information Administration",Yes,Yes,1,,,http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,,," "," "," "," "," "
"Alternative Transportation Fuels (ATF) and Alternative Fueled Vehicles (AFV) 1998","Contains 1998 data on alternative fueled vehicles in use and alternate transportation fuel consumption.","alternative fuels, alternative transportation fuels, AFV, alternative fueled vehicles, ATF, biodiesel, compressed natural gas, CNG, electric, EVC, ethanol,  E95, E85, methanol, hydrogen, HYD, liquefied natural gas, LNG, liquefied petroleum gas, LPG, dedicated, non-hybrid, non-dedicated, hybrid, alternative energy",05/01/2007,"Department of Energy","Gina Pearson, EIA POC  ",gina.pearson@eia.doe.gov,DOE-2336,public,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afvs1998.xls,XLS,," ","All 50 States and the District of Columbia",1998,05/01/2007,Annual,,State,,"Section 19. Energy and Utilities",http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,Array,".107 MB",,,,"Energy Information Administration","Energy Information Administration, Department of Energy",eia-doe-gov,"Raw Data Catalog",Statistical,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,,http://www.eia.doe.gov/fuelrenewable.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,202-586-6537,"Number of dedicated, non-dedicated, non-hybrid, and hybrid, heavy duty, light duty, medium duty vehicles; amuont of fuel consumed in thousand gasoline-equivalent gallons",,"Energy Information Administration, Form EIA-886 Annual Survey of Alternative Fueled Vehicles",http://www.eia.doe.gov/cneaf/alternate/page/forms/form886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,"Energy Information Administration",Yes,Yes,1,,,http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,,," "," "," "," "," "
"Alternative Transportation Fuels (ATF) and Alternative Fueled Vehicles (AFV) 1999","Contains 1999 data on alternative fueled vehicles in use and alternate transportation fuel consumption.","alternative fuels, alternative transportation fuels, AFV, alternative fueled vehicles, ATF, biodiesel, compressed natural gas, CNG, electric, EVC, ethanol,  E95, E85, methanol, hydrogen, HYD, liquefied natural gas, LNG, liquefied petroleum gas, LPG, dedicated, non-hybrid, non-dedicated, hybrid, alternative energy",05/01/2007,"Department of Energy","Gina Pearson, EIA POC  ",gina.pearson@eia.doe.gov,DOE-2337,public,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afvs1999.xls,XLS,," ","All 50 States and the District of Columbia",1999,05/01/2007,Annual,,State,,"Section 19. Energy and Utilities",http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,Array,".105 MB",,,,"Energy Information Administration","Energy Information Administration, Department of Energy",eia-doe-gov,"Raw Data Catalog",Statistical,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,,http://www.eia.doe.gov/fuelrenewable.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,202-586-6537,"Number of dedicated, non-dedicated, non-hybrid, and hybrid, heavy duty, light duty, medium duty vehicles; amuont of fuel consumed in thousand gasoline-equivalent gallons",,"Energy Information Administration, Form EIA-886 Annual Survey of Alternative Fueled Vehicles",http://www.eia.doe.gov/cneaf/alternate/page/forms/form886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,"Energy Information Administration",Yes,Yes,1,,,http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,,," "," "," "," "," "
"Alternative Transportation Fuels (ATF) and Alternative Fueled Vehicles (AFV) 2000","Contains 2000 data on alternative fueled vehicles in use and alternate transportation fuel consumption.","alternative fuels, alternative transportation fuels, AFV, alternative fueled vehicles, ATF, biodiesel, compressed natural gas, CNG, electric, EVC, ethanol,  E95, E85, methanol, hydrogen, HYD, liquefied natural gas, LNG, liquefied petroleum gas, LPG, dedicated, non-hybrid, non-dedicated, hybrid, alternative energy",06/01/2007,"Department of Energy","Gina Pearson, EIA POC  ",gina.pearson@eia.doe.gov,DOE-2338,public,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afvs2000.xls,XLS,," ","All 50 States and the District of Columbia",2000,06/01/2007,Annual,,State,,"Section 19. Energy and Utilities",http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,Array,".122 MB",,,,"Energy Information Administration","Energy Information Administration, Department of Energy",eia-doe-gov,"Raw Data Catalog",Statistical,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,,http://www.eia.doe.gov/fuelrenewable.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,202-586-6537,"Number of dedicated, non-dedicated, non-hybrid, and hybrid, heavy duty, light duty, medium duty vehicles; amuont of fuel consumed in thousand gasoline-equivalent gallons",,"Energy Information Administration, Form EIA-886 Annual Survey of Alternative Fueled Vehicles",http://www.eia.doe.gov/cneaf/alternate/page/forms/form886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,"Energy Information Administration",Yes,Yes,1,,,http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,,," "," "," "," "," "
"Alternative Transportation Fuels (ATF) and Alternative Fueled Vehicles (AFV) 2001","Contains 2001 data on alternative fueled vehicles in use and alternate transportation fuel consumption.","alternative fuels, alternative transportation fuels, AFV, alternative fueled vehicles, ATF, biodiesel, compressed natural gas, CNG, electric, EVC, ethanol,  E95, E85, methanol, hydrogen, HYD, liquefied natural gas, LNG, liquefied petroleum gas, LPG, dedicated, non-hybrid, non-dedicated, hybrid, alternative energy",05/01/2007,"Department of Energy","Gina Pearson, EIA POC  ",gina.pearson@eia.doe.gov,DOE-2339,public,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afvs2001.xls,XLS,," ","All 50 States and the District of Columbia",2001,05/01/2007,Annual,,State,,"Section 19. Energy and Utilities",http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,Array,".167 MB",,,,"Energy Information Administration","Energy Information Administration, Department of Energy",eia-doe-gov,"Raw Data Catalog",Statistical,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,,http://www.eia.doe.gov/fuelrenewable.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,202-586-6537,"Number of dedicated, non-dedicated, non-hybrid, and hybrid, heavy duty, light duty, medium duty vehicles; amuont of fuel consumed in thousand gasoline-equivalent gallons",,"Energy Information Administration, Form EIA-886 Annual Survey of Alternative Fueled Vehicles",http://www.eia.doe.gov/cneaf/alternate/page/forms/form886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,"Energy Information Administration",Yes,Yes,1,,,http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,,," "," "," "," "," "
"Alternative Transportation Fuels (ATF) and Alternative Fueled Vehicles (AFV) 2002","Contains 2002 data on alternative fueled vehicles in use and alternate transportation fuel consumption.","alternative fuels, alternative transportation fuels, AFV, alternative fueled vehicles, ATF, biodiesel, compressed natural gas, CNG, electric, EVC, ethanol,  E95, E85, methanol, hydrogen, HYD, liquefied natural gas, LNG, liquefied petroleum gas, LPG, dedicated, non-hybrid, non-dedicated, hybrid, alternative energy",05/01/2007,"Department of Energy","Gina Pearson, EIA POC  ",gina.pearson@eia.doe.gov,DOE-2340,public,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afvs2002.xls,XLS,," ","All 50 States and the District of Columbia",2002,05/01/2007,Annual,,State,,"Section 19. Energy and Utilities",http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,Array,".187 MB",,,,"Energy Information Administration","Energy Information Administration, Department of Energy",eia-doe-gov,"Raw Data Catalog",Statistical,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,,http://www.eia.doe.gov/fuelrenewable.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,202-586-6537,"Number of dedicated, non-dedicated, non-hybrid, and hybrid, heavy duty, light duty, medium duty vehicles; amuont of fuel consumed in thousand gasoline-equivalent gallons",,"Energy Information Administration, Form EIA-886 Annual Survey of Alternative Fueled Vehicles",http://www.eia.doe.gov/cneaf/alternate/page/forms/form886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,"Energy Information Administration",Yes,Yes,1,,,http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,,," "," "," "," "," "
"Alternative Transportation Fuels (ATF) and Alternative Fueled Vehicles (AFV) 2003","Contains 2003 data on alternative fueled vehicles in use and alternate transportation fuel consumption.","alternative fuels, alternative transportation fuels, AFV, alternative fueled vehicles, ATF, biodiesel, compressed natural gas, CNG, electric, EVC, ethanol,  E95, E85, methanol, hydrogen, HYD, liquefied natural gas, LNG, liquefied petroleum gas, LPG, dedicated, non-hybrid, non-dedicated, hybrid, alternative energy",10/01/2007,"Department of Energy","Gina Pearson, EIA POC  ",gina.pearson@eia.doe.gov,DOE-2341,public,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afvs2003.xls,XLS,," ","All 50 States and the District of Columbia",2003,10/01/2007,Annual,,State,,"Section 19. Energy and Utilities",http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,Array,".268 MB",,,,"Energy Information Administration","Energy Information Administration, Department of Energy",eia-doe-gov,"Raw Data Catalog",Statistical,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,,http://www.eia.doe.gov/fuelrenewable.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,202-586-6537,"Number of dedicated, non-dedicated, non-hybrid, and hybrid, heavy duty, light duty, medium duty vehicles; amuont of fuel consumed in thousand gasoline-equivalent gallons",,"Energy Information Administration, Form EIA-886 Annual Survey of Alternative Fueled Vehicles",http://www.eia.doe.gov/cneaf/alternate/page/forms/form886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,"Energy Information Administration",Yes,Yes,1,,,http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,,," "," "," "," "," "
"Alternative Transportation Fuels (ATF) and Alternative Fueled Vehicles (AFV) 2004","Contains 2004 data on alternative fueled vehicles in use and alternate transportation fuel consumption.","alternative fuels, alternative transportation fuels, AFV, alternative fueled vehicles, ATF, biodiesel, compressed natural gas, CNG, electric, EVC, ethanol,  E95, E85, methanol, hydrogen, HYD, liquefied natural gas, LNG, liquefied petroleum gas, LPG, dedicated, non-hybrid, non-dedicated, hybrid, alternative energy",10/01/2007,"Department of Energy","Gina Pearson, EIA POC  ",gina.pearson@eia.doe.gov,DOE-2342,public,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afvs2004.xls,XLS,," ","All 50 States and the District of Columbia",2004,10/01/2007,Annual,,State,,"Section 19. Energy and Utilities",http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,Array,".210 MB",,,,"Energy Information Administration","Energy Information Administration, Department of Energy",eia-doe-gov,"Raw Data Catalog",Statistical,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,,http://www.eia.doe.gov/fuelrenewable.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,202-586-6537,"Number of dedicated, non-dedicated, non-hybrid, and hybrid, heavy duty, light duty, medium duty vehicles; amuont of fuel consumed in thousand gasoline-equivalent gallons",,"Energy Information Administration, Form EIA-886 Annual Survey of Alternative Fueled Vehicles",http://www.eia.doe.gov/cneaf/alternate/page/forms/form886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,"Energy Information Administration",Yes,Yes,1,,,http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,,," "," "," "," "," "
"Alternative Transportation Fuels (ATF) and Alternative Fueled Vehicles (AFV) 2005","Contains 2005 data on alternative fueled vehicles in use and alternate transportation fuel consumption.","alternative fuels, alternative transportation fuels, AFV, alternative fueled vehicles, ATF, biodiesel, compressed natural gas, CNG, electric, EVC, ethanol,  E95, E85, methanol, hydrogen, HYD, liquefied natural gas, LNG, liquefied petroleum gas, LPG, dedicated, non-hybrid, non-dedicated, hybrid, alternative energy",03/01/2008,"Department of Energy","Gina Pearson, EIA POC  ",gina.pearson@eia.doe.gov,DOE-2343,public,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afvs2005.xls,XLS,," ","All 50 States and the District of Columbia",2005,03/01/2008,Annual,,State,,"Section 19. Energy and Utilities",http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,Array,".209 MB",,,,"Energy Information Administration","Energy Information Administration, Department of Energy",eia-doe-gov,"Raw Data Catalog",Statistical,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,,http://www.eia.doe.gov/fuelrenewable.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,202-586-6537,"Number of dedicated, non-dedicated, non-hybrid, and hybrid, heavy duty, light duty, medium duty vehicles; amuont of fuel consumed in thousand gasoline-equivalent gallons",,"Energy Information Administration, Form EIA-886 Annual Survey of Alternative Fueled Vehicles",http://www.eia.doe.gov/cneaf/alternate/page/forms/form886.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/codes886.pdf,"Energy Information Administration",Yes,Yes,1,,,http://www.eia.doe.gov/cneaf/alternate/page/atftables/est_method.pdf,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/atftables/afv_hist_data.html,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,http://www.eia.doe.gov/cneaf/alternate/page/forms/form886instr.pdf,,," "," "," "," "," "
